scenario	phase	verb	site	object	calls	total_ms	mean_us	p99_us	rows_touched	prepared_pct	per_input_row	runs	spread_us	floor_us
reach_small	declare	CREATE	src/1b_state.rs:56	r	2	no effect at this scale	0.0	0.0	0	0.0	0.25	3	0.0	1000
reach_small	declare	INSERT	src/0a_catalog.rs:53	r	2	no effect at this scale	0.0	0.0	2	0.0	0.25	3	0.0	1000
reach_small	declare	SELECT	src/0c_compile_from.rs:37	a	2	no effect at this scale	0.0	0.0	2	0.0	0.25	3	0.0	1000
reach_small	declare	SELECT	src/0c_compile_from.rs:37	b	2	no effect at this scale	0.0	0.0	2	0.0	0.25	3	0.0	1000
reach_small	declare	SELECT	src/0c_compile_from.rs:47	a	2	no effect at this scale	0.0	0.0	6	0.0	0.25	3	0.0	1000
reach_small	declare	SELECT	src/0c_compile_from.rs:47	b	2	no effect at this scale	0.0	0.0	6	0.0	0.25	3	0.0	1000
reach_small	declare	SELECT	src/0c_compile_from.rs:48	a	2	no effect at this scale	0.0	0.0	6	0.0	0.25	3	0.0	1000
reach_small	declare	SELECT	src/0c_compile_from.rs:48	b	2	no effect at this scale	0.0	0.0	6	0.0	0.25	3	0.0	1000
reach_small	declare	SELECT	src/1b_state.rs:177	r	2	no effect at this scale	0.0	0.0	2	0.0	0.25	3	0.0	1000
reach_small	fixpoint	DELETE	src/1d_drain.rs:324	r	2	no effect at this scale	0.0	0.0	0	100.0	0.25	3	0.0	1000
reach_small	fixpoint	DELETE	src/1d_drain.rs:332	r	2	no effect at this scale	0.0	0.0	0	100.0	0.25	3	0.0	1000
reach_small	fixpoint	DELETE	src/1d_drain.rs:339	r	2	no effect at this scale	0.0	0.0	0	100.0	0.25	3	0.0	1000
reach_small	fixpoint	DELETE	src/1d_drain.rs:340	r	2	no effect at this scale	0.0	0.0	0	100.0	0.25	3	1000.0	1000
reach_small	fixpoint	INSERT	src/1d_drain.rs:164	r	2	no effect at this scale	0.0	0.0	16	100.0	0.25	3	0.0	1000
reach_small	fixpoint	INSERT	src/1d_drain.rs:165	r	2	no effect at this scale	0.0	0.0	16	100.0	0.25	3	0.0	1000
reach_small	fixpoint	INSERT	src/1d_drain.rs:301	r	2	no effect at this scale	0.0	0.0	8	100.0	0.25	3	0.0	1000
reach_small	fixpoint	INSERT	src/1d_drain.rs:314	r	2	no effect at this scale	0.0	0.0	8	100.0	0.25	3	0.0	1000
reach_small	fixpoint	INSERT	src/1d_drain.rs:325	r	2	no effect at this scale	0.0	0.0	16	100.0	0.25	3	0.0	1000
reach_small	fixpoint	INSERT	src/1d_drain.rs:327	r	2	no effect at this scale	0.0	0.0	16	100.0	0.25	3	0.0	1000
reach_small	fixpoint	INSERT	src/1d_drain.rs:341	r	2	no effect at this scale	0.0	0.0	0	100.0	0.25	3	0.0	1000
reach_small	fixpoint	INSERT	src/1d_drain.rs:342	r	2	no effect at this scale	0.0	0.0	16	100.0	0.25	3	0.0	1000
reach_small	fixpoint	SELECT	src/1d_drain.rs:255	r	2	no effect at this scale	0.0	0.0	2	100.0	0.25	3	0.0	1000
reach_small	fixpoint	SELECT	src/1d_drain.rs:328	r	2	no effect at this scale	0.0	0.0	2	100.0	0.25	3	0.0	1000
reach_small	fixpoint	UPDATE	src/1d_drain.rs:326	r	2	no effect at this scale	0.0	0.0	0	100.0	0.25	3	0.0	1000
reach_small	materialize	INSERT	src/1b_state.rs:309	r	2	no effect at this scale	0.0	0.0	0	0.0	0.25	3	1000.0	1000
reach_small	materialize	INSERT	src/1b_state.rs:319	r	2	no effect at this scale	0.0	0.0	0	0.0	0.25	3	0.0	1000
reach_small	materialize	INSERT	src/1c_materialize.rs:448	r	2	no effect at this scale	0.0	0.0	0	100.0	0.25	3	0.0	1000
reach_small	materialize	SELECT	src/1b_state.rs:329	r	2	no effect at this scale	0.0	0.0	2	0.0	0.25	3	0.0	1000
reach_small	declare	CREATE	src/1a_relational.rs:208	r	1	no effect at this scale	0.0	0.0	0	0.0	0.12	3	0.0	1000
reach_small	declare	CREATE	src/1b_state.rs:44	r	1	no effect at this scale	0.0	0.0	0	0.0	0.12	3	0.0	1000
reach_small	declare	CREATE	src/2_vtab.rs:351	r	1	no effect at this scale	0.0	0.0	0	0.0	0.12	3	0.0	1000
reach_small	declare	INSERT	src/0a_catalog.rs:45	r	1	no effect at this scale	0.0	0.0	1	0.0	0.12	3	0.0	1000
