case	rows	batch	fanout	engine	repetition	state	source	metric	value	unit	unavailable_reason
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	affected_rows	1		
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	output_rows	3		
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	output_bytes	18		
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	update_transaction_ms	0.14270799999985684		
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	query_compute_ms	0.14875000000006366		
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	update_plus_query_ms	0.2914579999999205		
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	arm	native-pglite-query		
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	maintenance	pglite-query		
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	run_kind	measured		
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	repetition	2		
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	profile	circuits		
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	budget	constrained		
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	stage	count_distinct		
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	circuit	count_distinct		
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	rows	400		
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	batch_size	10		
count_distinct	400	10	10	pglite-query	2	diamond_path_retract	receipt	fanout	10		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	event	mutation		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	status	ok		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	state	root_retract		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	exact_input_output_validated	true		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	input_hash	fbb72863ee8dcba2bd769b8e79483e24bc81ec10130d66953e8206ccfbf0c562		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	checksum	5b97bf78bffb8a4501833106f1d86c66720821a8dc39ec1b55e3504bc6ed6ed6		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	affected_rows	1		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	output_rows	3		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	output_bytes	18		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	update_transaction_ms	0.13450000000011642		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	query_compute_ms	0.14924999999993815		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	update_plus_query_ms	0.28375000000005457		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	arm	native-pglite-query		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	maintenance	pglite-query		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	run_kind	measured		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	repetition	2		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	profile	circuits		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	budget	constrained		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	stage	count_distinct		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	circuit	count_distinct		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	rows	400		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	batch_size	10		
count_distinct	400	10	10	pglite-query	2	root_retract	receipt	fanout	10		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	event	mutation		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	status	ok		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	state	root_restore		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	exact_input_output_validated	true		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	input_hash	a8b718bfdf4b6544b12c8b19ec9749475b65d133a003a28e7e00d106c30b41c1		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	checksum	5b97bf78bffb8a4501833106f1d86c66720821a8dc39ec1b55e3504bc6ed6ed6		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	affected_rows	1		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	output_rows	3		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	output_bytes	18		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	update_transaction_ms	0.17170800000008057		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	query_compute_ms	0.1535839999999098		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	update_plus_query_ms	0.32529199999999037		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	arm	native-pglite-query		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	maintenance	pglite-query		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	run_kind	measured		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	repetition	2		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	profile	circuits		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	budget	constrained		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	stage	count_distinct		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	circuit	count_distinct		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	rows	400		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	batch_size	10		
count_distinct	400	10	10	pglite-query	2	root_restore	receipt	fanout	10		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	event	mutation		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	status	ok		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	state	cycle_break		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	exact_input_output_validated	true		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	input_hash	9d03beb254e4e4d5f3889cf234dd2e46a07ce99b66d77a2384060cab57511201		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	checksum	2f4c5f0c7585b02e8007912bda6b60331a030f96b6011de3462c40818c11664e		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	affected_rows	1		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	output_rows	2		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	output_bytes	12		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	update_transaction_ms	0.14583300000003874		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	query_compute_ms	0.15099999999983993		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	update_plus_query_ms	0.29683299999987867		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	arm	native-pglite-query		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	maintenance	pglite-query		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	run_kind	measured		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	repetition	2		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	profile	circuits		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	budget	constrained		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	stage	count_distinct		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	circuit	count_distinct		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	rows	400		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	batch_size	10		
count_distinct	400	10	10	pglite-query	2	cycle_break	receipt	fanout	10		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	affected_rows	414		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	checksum	f8df64a31f59380da1d69a9553a4e7a7d5891d1349265c0bdeda3ee67212e6ab		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	event	mutation		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	exact_input_output_validated	true		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	input_hash	7df37ee2bf30af72f0d446e28809396f3292f1fa3be15674300a24274885b219		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	output_bytes	270		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	output_rows	40		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	query_compute_ms	0.022875		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	state	initial		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	status	ok		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	update_plus_query_ms	22.767291999999998		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	update_transaction_ms	22.744417		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	arm	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	maintenance	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	run_kind	measured		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	repetition	2		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	profile	circuits		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	budget	constrained		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	stage	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	circuit	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	rows	400		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	batch_size	10		
count_distinct	400	10	10	sqlite-ivm	2	initial	receipt	fanout	10		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	affected_rows	1		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	checksum	f8df64a31f59380da1d69a9553a4e7a7d5891d1349265c0bdeda3ee67212e6ab		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	event	mutation		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	exact_input_output_validated	true		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	input_hash	8e046fe80cd28b971886f928628610ea7cf24eb58c823192deafb5892e2fee1b		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	output_bytes	270		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	output_rows	40		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	query_compute_ms	0.015875		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	state	duplicate_support		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	status	ok		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	update_plus_query_ms	0.29116600000000004		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	update_transaction_ms	0.275291		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	arm	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	maintenance	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	run_kind	measured		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	repetition	2		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	profile	circuits		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	budget	constrained		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	stage	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	circuit	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	rows	400		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	batch_size	10		
count_distinct	400	10	10	sqlite-ivm	2	duplicate_support	receipt	fanout	10		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	affected_rows	1		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	checksum	f8df64a31f59380da1d69a9553a4e7a7d5891d1349265c0bdeda3ee67212e6ab		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	event	mutation		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	exact_input_output_validated	true		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	input_hash	b8879bb762b52642cab455cc4ec113dfb480fd5d4a6f8b9e6c4a729824754b48		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	output_bytes	270		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	output_rows	40		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	query_compute_ms	0.014208		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	state	retract_one_support		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	status	ok		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	update_plus_query_ms	0.24325		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	update_transaction_ms	0.229042		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	arm	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	maintenance	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	run_kind	measured		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	repetition	2		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	profile	circuits		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	budget	constrained		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	stage	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	circuit	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	rows	400		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	batch_size	10		
count_distinct	400	10	10	sqlite-ivm	2	retract_one_support	receipt	fanout	10		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	affected_rows	10		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	checksum	210d3669fb4b215db29fdcc66cd957bd8003508f8173757f38945e2cd2ccba34		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	event	mutation		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	exact_input_output_validated	true		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	input_hash	2c73c03d18790ec54785c1a8f0853df4abafa19216e56f17675cd7be1cefd1ba		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	output_bytes	270		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	output_rows	40		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	query_compute_ms	0.014875000000000001		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	state	batch_key_value_move		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	status	ok		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	update_plus_query_ms	1.119917		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	update_transaction_ms	1.105042		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	arm	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	maintenance	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	run_kind	measured		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	repetition	2		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	profile	circuits		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	budget	constrained		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	stage	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	circuit	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	rows	400		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	batch_size	10		
count_distinct	400	10	10	sqlite-ivm	2	batch_key_value_move	receipt	fanout	10		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	affected_rows	2		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	checksum	210d3669fb4b215db29fdcc66cd957bd8003508f8173757f38945e2cd2ccba34		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	event	mutation		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	exact_input_output_validated	true		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	input_hash	e83a0f118d8dce9d04f78f3fc76ea0f8df1157c96b9beec110ec8ccbb6e66bb1		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	output_bytes	270		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	output_rows	40		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	query_compute_ms	0.01375		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	state	right_support_move		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	status	ok		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	update_plus_query_ms	0.11274999999999999		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	update_transaction_ms	0.09899999999999999		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	arm	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	maintenance	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	run_kind	measured		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	repetition	2		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	profile	circuits		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	budget	constrained		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	stage	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	circuit	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	rows	400		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	batch_size	10		
count_distinct	400	10	10	sqlite-ivm	2	right_support_move	receipt	fanout	10		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	affected_rows	1		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	checksum	210d3669fb4b215db29fdcc66cd957bd8003508f8173757f38945e2cd2ccba34		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	event	mutation		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	exact_input_output_validated	true		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	input_hash	729f72482dd9fc35be8d31f8ce95ecdbb542e0b852bafd9a09a7876179f94f2b		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	output_bytes	270		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	output_rows	40		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	query_compute_ms	0.013375		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	state	third_side_move		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	status	ok		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	update_plus_query_ms	0.1025		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	update_transaction_ms	0.089125		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	arm	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	maintenance	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	run_kind	measured		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	repetition	2		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	profile	circuits		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	budget	constrained		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	stage	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	circuit	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	rows	400		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	batch_size	10		
count_distinct	400	10	10	sqlite-ivm	2	third_side_move	receipt	fanout	10		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	affected_rows	7		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	checksum	210d3669fb4b215db29fdcc66cd957bd8003508f8173757f38945e2cd2ccba34		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	event	mutation		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	exact_input_output_validated	true		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	input_hash	737ef620a0a6cb51de68f0803bd2c16fcf063027b21acedec6421e33f723246a		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	output_bytes	270		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	output_rows	40		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	query_compute_ms	0.013291		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	state	clear_roots		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	status	ok		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	update_plus_query_ms	0.11520799999999999		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	update_transaction_ms	0.101917		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	arm	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	maintenance	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	run_kind	measured		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	repetition	2		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	profile	circuits		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	budget	constrained		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	stage	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	circuit	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	rows	400		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	batch_size	10		
count_distinct	400	10	10	sqlite-ivm	2	clear_roots	receipt	fanout	10		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	affected_rows	400		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	checksum	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	event	mutation		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	exact_input_output_validated	true		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	input_hash	077e9fb7a27f8622e35734a3004c9fb92f1d8a7600c3ba1e7143fe0e764633c3		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	output_bytes	0		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	output_rows	0		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	query_compute_ms	0.014584		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	state	clear_edges		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	status	ok		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	update_plus_query_ms	17.322584		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	update_transaction_ms	17.308		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	arm	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	maintenance	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	run_kind	measured		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	repetition	2		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	profile	circuits		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	budget	constrained		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	stage	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	circuit	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	rows	400		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	batch_size	10		
count_distinct	400	10	10	sqlite-ivm	2	clear_edges	receipt	fanout	10		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	affected_rows	6		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	checksum	a84b42d4ac1525aac719f640c79c605a9d58f5d708905f470a9510f63caca24a		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	event	mutation		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	exact_input_output_validated	true		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	input_hash	5771acbc50e389e2dbf36706a05a2aeafe6f79bb235ff56a84bbd4a58686ca79		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	output_bytes	24		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	output_rows	4		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	query_compute_ms	0.012875		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	state	cycle_seed		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	status	ok		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	update_plus_query_ms	0.546334		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	update_transaction_ms	0.533459		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	arm	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	maintenance	sqlite-plugin-delta		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	run_kind	measured		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	repetition	2		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	profile	circuits		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	budget	constrained		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	stage	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	circuit	count_distinct		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	rows	400		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	batch_size	10		
count_distinct	400	10	10	sqlite-ivm	2	cycle_seed	receipt	fanout	10		
count_distinct	400	10	10	sqlite-ivm	2	diamond_path_retract	receipt	affected_rows	1		
count_distinct	400	10	10	sqlite-ivm	2	diamond_path_retract	receipt	checksum	5b97bf78bffb8a4501833106f1d86c66720821a8dc39ec1b55e3504bc6ed6ed6		
count_distinct	400	10	10	sqlite-ivm	2	diamond_path_retract	receipt	event	mutation		
count_distinct	400	10	10	sqlite-ivm	2	diamond_path_retract	receipt	exact_input_output_validated	true		
count_distinct	400	10	10	sqlite-ivm	2	diamond_path_retract	receipt	input_hash	a8b718bfdf4b6544b12c8b19ec9749475b65d133a003a28e7e00d106c30b41c1		
count_distinct	400	10	10	sqlite-ivm	2	diamond_path_retract	receipt	output_bytes	18		
count_distinct	400	10	10	sqlite-ivm	2	diamond_path_retract	receipt	output_rows	3		
count_distinct	400	10	10	sqlite-ivm	2	diamond_path_retract	receipt	query_compute_ms	0.030375		
count_distinct	400	10	10	sqlite-ivm	2	diamond_path_retract	receipt	state	diamond_path_retract		
