suite	case	engine	status	states	reason
dd-contracts	signed_map_filter_flatmap	pglite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	signed_map_filter_flatmap	pglite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	signed_concat_negate	sqlite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	signed_concat_negate	dd	ok	5	
dd-contracts	signed_concat_negate	prolog	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	signed_concat_negate	pg-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	signed_concat_negate	pg-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	signed_concat_negate	sqlite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	signed_concat_negate	pglite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	signed_concat_negate	pglite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	weighted_join	sqlite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	weighted_join	dd	ok	5	
dd-contracts	weighted_join	prolog	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	weighted_join	pg-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	weighted_join	pg-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	weighted_join	sqlite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	weighted_join	pglite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	weighted_join	pglite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	shared_arrangement_join	sqlite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	shared_arrangement_join	dd	ok	5	
dd-contracts	shared_arrangement_join	prolog	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	shared_arrangement_join	pg-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	shared_arrangement_join	pg-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	shared_arrangement_join	sqlite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	shared_arrangement_join	pglite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	shared_arrangement_join	pglite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	custom_weighted_reduce	sqlite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	custom_weighted_reduce	dd	ok	5	
dd-contracts	custom_weighted_reduce	prolog	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	custom_weighted_reduce	pg-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	custom_weighted_reduce	pg-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	custom_weighted_reduce	sqlite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	custom_weighted_reduce	pglite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	custom_weighted_reduce	pglite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	count_total	sqlite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	count_total	dd	ok	5	
dd-contracts	count_total	prolog	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	count_total	pg-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	count_total	pg-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	count_total	sqlite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	count_total	pglite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	count_total	pglite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	positive_threshold	sqlite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	positive_threshold	dd	ok	5	
dd-contracts	positive_threshold	prolog	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	positive_threshold	pg-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	positive_threshold	pg-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	positive_threshold	sqlite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	positive_threshold	pglite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	positive_threshold	pglite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	binary_transitive_closure	sqlite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	binary_transitive_closure	dd	ok	5	
dd-contracts	binary_transitive_closure	prolog	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	binary_transitive_closure	pg-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	binary_transitive_closure	pg-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	binary_transitive_closure	sqlite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	binary_transitive_closure	pglite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	binary_transitive_closure	pglite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	mutual_even_odd_recursion	sqlite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	mutual_even_odd_recursion	dd	ok	5	
dd-contracts	mutual_even_odd_recursion	prolog	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	mutual_even_odd_recursion	pg-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	mutual_even_odd_recursion	pg-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	mutual_even_odd_recursion	sqlite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	mutual_even_odd_recursion	pglite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	mutual_even_odd_recursion	pglite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	recursive_min_distance	sqlite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	recursive_min_distance	dd	ok	5	
dd-contracts	recursive_min_distance	prolog	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	recursive_min_distance	pg-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	recursive_min_distance	pg-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	recursive_min_distance	sqlite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	recursive_min_distance	pglite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	recursive_min_distance	pglite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	nested_fixed_points	sqlite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	nested_fixed_points	dd	ok	5	
dd-contracts	nested_fixed_points	prolog	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	nested_fixed_points	pg-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	nested_fixed_points	pg-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	nested_fixed_points	sqlite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	nested_fixed_points	pglite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	nested_fixed_points	pglite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	stratified_antijoin_after_recursion	sqlite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	stratified_antijoin_after_recursion	dd	ok	5	
dd-contracts	stratified_antijoin_after_recursion	prolog	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	stratified_antijoin_after_recursion	pg-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	stratified_antijoin_after_recursion	pg-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	stratified_antijoin_after_recursion	sqlite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	stratified_antijoin_after_recursion	pglite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	stratified_antijoin_after_recursion	pglite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	incomparable_times_join_lub_and_held_frontier	sqlite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	incomparable_times_join_lub_and_held_frontier	dd	ok	2	
dd-contracts	incomparable_times_join_lub_and_held_frontier	prolog	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	incomparable_times_join_lub_and_held_frontier	pg-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	incomparable_times_join_lub_and_held_frontier	pg-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	incomparable_times_join_lub_and_held_frontier	sqlite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	incomparable_times_join_lub_and_held_frontier	pglite-ivm	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
dd-contracts	incomparable_times_join_lub_and_held_frontier	pglite-query	adapter-missing	0	DD-specific timestamp/weighted/recursive graph contract; no equivalent adapter in this suite
